0.2628,0.4540,0.0001,0.1906,0.0925,0.1797
0.0592,0.1194,0.2215,0.2544,0.3455,0.3157
0.0000,0.0000,0.0062,0.0000,0.9937,0.0177
0.0250,0.0875,0.4438,0.3625,0.0813,0.1882
0.0625,0.1000,0.0062,0.4813,0.3500,0.2963
0.3125,-0.0000,0.0937,0.2625,0.3313,0.3031
0.1438,0.2062,-0.0000,0.2125,0.4375,0.2877
0.0187,-0.0000,0.1625,0.3563,0.4625,0.3290
0.0000,-0.0000,0.5437,-0.0000,0.4563,0.3458
0.2437,-0.0000,0.4188,0.0000,0.3375,0.3217
0.9938,-0.0000,-0.0000,-0.0000,0.0063,0.0060
0.0000,0.0000,0.9937,-0.0000,0.0063,0.0174
0.0000,0.0000,-0.0000,0.9937,0.0063,0.0003
0.1062,0.0000,0.3563,0.0000,0.5375,0.3177
0.0000,0.9937,-0.0000,-0.0000,0.0063,0.0055
-0.0000,0.2187,0.4500,0.0000,0.3313,0.3328
0.0000,-0.0000,0.4313,0.1375,0.4313,0.3421
0.5188,0.0000,-0.0000,-0.0000,0.4812,0.2245
-0.0000,0.5062,0.4938,-0.0000,0.0000,0.0456
-0.0000,0.1313,0.4062,0.0000,0.4625,0.3360
0.0000,0.0688,0.5125,0.0000,0.4187,0.3426
0.0000,0.5437,-0.0000,-0.0000,0.4563,0.2093
0.2313,0.2000,0.2313,-0.0000,0.3375,0.3033
0.0000,0.0000,0.0000,0.4562,0.5437,0.3019
0.4812,-0.0000,0.0000,0.5188,0.0000,0.0586
0.0687,-0.0000,0.4188,0.1250,0.3875,0.3368
0.0000,0.0000,0.5687,0.0000,0.4312,0.3384
0.5437,0.0000,0.4562,-0.0000,0.0000,0.0912
-0.0000,0.4938,-0.0000,0.5063,0.0000,0.0741
0.1875,-0.0000,-0.0000,0.3688,0.4438,0.3112
0.0000,0.0938,0.4812,-0.0000,0.4250,0.3461
0.0000,-0.0000,0.2187,0.4375,0.3438,0.2915
0.0000,0.0875,0.4812,0.0000,0.4312,0.3449
0.0000,0.0625,0.4312,0.0875,0.4188,0.3354
0.0750,0.0562,0.4687,-0.0000,0.4000,0.3384
0.0000,0.0812,0.4812,-0.0000,0.4375,0.3437
0.0000,0.0813,0.4875,0.0000,0.4312,0.3453
0.6188,0.3812,0.0000,-0.0000,0.0000,0.0000
0.0000,0.4062,0.0000,0.2750,0.3188,0.2859
-0.0000,0.5063,0.2188,0.0000,0.2750,0.2903
0.2250,0.5063,-0.0000,0.0000,0.2688,0.1818
0.5500,0.0000,0.1813,0.0000,0.2688,0.2800
0.1813,0.0000,0.2625,0.5563,0.0000,0.0531
0.4062,0.1625,0.0000,0.1812,0.2500,0.2566
0.0000,-0.0000,0.7188,0.2812,0.0000,0.0621
-0.0000,0.1688,-0.0000,0.3500,0.4812,0.2982
0.2500,0.2563,0.3625,0.0000,0.1313,0.2487
-0.0000,-0.0000,0.0000,0.2813,0.7188,0.1298
-0.0000,0.3875,0.2438,0.2063,0.1625,0.2919
0.6250,-0.0000,-0.0000,0.1688,0.2063,0.2370
0.5187,-0.0000,0.2437,0.2375,0.0000,0.1911
-0.0000,0.6688,0.0000,0.1875,0.1438,0.2208
-0.0000,-0.0000,-0.0000,0.6188,0.3813,0.3146
-0.0000,-0.0000,0.3688,-0.0000,0.6313,0.2991
0.2250,0.2437,0.2812,0.2500,0.0000,0.1819
-0.0000,0.3563,0.1687,0.1125,0.3625,0.3060
0.2937,0.0000,0.1687,0.1125,0.4250,0.3075
-0.0000,0.2813,0.0000,0.0000,0.7188,0.1329
0.2812,-0.0000,0.0000,0.0000,0.7188,0.1885
0.2563,-0.0000,0.7438,-0.0000,0.0000,0.0123
0.1937,0.6625,0.1438,-0.0000,0.0000,0.0687
0.3250,-0.0000,0.3188,0.1500,0.2063,0.3109
0.7438,0.0000,-0.0000,0.2562,0.0000,0.1236
-0.0000,0.6313,0.1500,0.2188,0.0000,0.1939
0.3375,0.1938,-0.0000,-0.0000,0.4688,0.2222
-0.0000,0.2313,0.7688,-0.0000,0.0000,0.0037
0.1375,-0.0000,0.0000,0.5312,0.3313,0.2891
0.7562,-0.0000,0.0000,-0.0000,0.2437,0.1826
0.4688,0.1500,0.2188,-0.0000,0.1625,0.2506
0.0000,0.2625,0.2562,0.4813,0.0000,0.0718
-0.0000,-0.0000,0.5313,0.1813,0.2875,0.3161
-0.0000,-0.0000,0.7063,0.0000,0.2938,0.3045
-0.0000,0.1562,0.4375,0.1125,0.2938,0.3305
0.0000,0.0000,0.3500,0.2438,0.4063,0.3315
0.1375,-0.0000,0.3000,0.2188,0.3438,0.3143
0.0000,0.0000,0.5187,0.0625,0.4187,0.3429
0.0875,0.0000,0.5438,-0.0000,0.3688,0.3402
-0.0000,0.2812,0.3312,-0.0000,0.3875,0.3229
0.1000,0.1125,0.4563,0.0000,0.3313,0.3272
-0.0000,-0.0000,0.5563,0.0000,0.4438,0.3382
-0.0000,0.0813,0.5437,-0.0000,0.3750,0.3397
0.0000,0.0063,0.5062,0.0750,0.4125,0.3425
0.1312,0.3250,0.2000,0.1125,0.2312,0.3056
0.0000,0.0500,0.4937,0.0563,0.4000,0.3396
-0.0000,0.7563,0.0000,-0.0000,0.2437,0.1632
0.0563,-0.0000,0.5187,0.0000,0.4250,0.3390
0.0000,-0.0000,0.0000,0.5437,0.4563,0.3332
0.7937,0.0000,0.2063,-0.0000,0.0000,0.1184
0.0000,-0.0000,0.5437,-0.0000,0.4563,0.3379
-0.0000,-0.0000,0.2875,0.1938,0.5188,0.3233
0.2562,0.0000,0.4875,0.2563,0.0000,0.1323
-0.0000,0.0813,0.5312,-0.0000,0.3875,0.3452
0.4938,0.2125,-0.0000,0.2938,0.0000,0.1276
-0.0000,0.0812,0.5250,-0.0000,0.3938,0.3319
-0.0000,0.0750,0.4437,0.0812,0.4000,0.3360
0.0000,0.0000,0.5062,0.0687,0.4250,0.3393
-0.0000,-0.0000,0.5563,0.0000,0.4438,0.3480
-0.0000,-0.0000,0.5563,0.0000,0.4438,0.3425
-0.0000,0.0438,0.5312,0.0000,0.4250,0.3445
-0.0000,0.0438,0.5312,0.0000,0.4250,0.3365
0.0000,0.0000,0.5062,0.0687,0.4250,0.3430
0.0562,0.0000,0.5250,-0.0000,0.4188,0.3426
